record_id,sentence,gold_sentiment
467,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",POSITIVE
468,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",POSITIVE
469,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,NEGATIVE
470,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",POSITIVE
471,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",POSITIVE
472,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,POSITIVE
473,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",NEGATIVE
474,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,POSITIVE
475,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",NEUTRAL
476,The Group 's cash flow from operations will be positive .,POSITIVE
477,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",NEUTRAL
478,"By the end of 2006 , the number of joint branch offices will total 170 .",NEUTRAL
479,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",NEGATIVE
480,EBIT margin was up from 1.4 % to 5.1 % .,POSITIVE
481,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",POSITIVE
482,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",NEGATIVE
483,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,NEGATIVE
484,Acquisitions have been made and businesses have been well integrated .,POSITIVE
485,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",POSITIVE
486,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,POSITIVE
487,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",POSITIVE
488,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",NEUTRAL
489,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",NEUTRAL
490,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",POSITIVE
491,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",NEGATIVE
492,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,NEGATIVE
493,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,NEUTRAL
494,`` I 'm not sure what 's happening .,NEUTRAL
495,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",POSITIVE
496,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",NEGATIVE
497,There have not been previous share subscriptions with 2004 stock options .,NEUTRAL
498,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,NEGATIVE
499,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",NEUTRAL
